,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeS610,S610,266,S61.0 Open wound of finger(s) without damage to nail,codeS610,S61,S61 Open wound of wrist and hand,codeS610,63,1,0,0,-0.720993893787449,-0.216317914439607,0.358164481823213,NA
codeS611,S611,63,S61.1 Open wound of finger(s) with damage to nail,codeS611,S61,S61 Open wound of wrist and hand,codeS611,63,0,0,0,NaN,-0.0475115941501394,0.153265445224759,NA
codeS618,S618,65,S61.8 Open wound of other parts of wrist and hand,codeS618,S61,S61 Open wound of wrist and hand,codeS618,63,2,0,0,2.46214763804872,0.102149670759113,0.142809966519632,0.0581631359278081
codeS619,S619,71,S61.9 Open wound of wrist and hand- part unspecified,codeS619,S61,S61 Open wound of wrist and hand,codeS619,63,0,0,0,NaN,0.0689969994518611,0.185969487118215,NA
codeS6230,S6230,54,S62.30 Fracture of other metacarpal bone (closed),codeS6230,S62,S62 Fracture at wrist and hand level,codeS6230,63,0,0,0,NaN,-0.0625617089890754,0.191406829158267,NA
codeS6260,S6260,112,S62.60 Fracture of other finger (closed),codeS6260,S62,S62 Fracture at wrist and hand level,codeS6260,63,0,0,0,NaN,-0.27296131901932,0.403653711455775,NA
codeS6261,S6261,58,S62.61 Fracture of other finger (open),codeS6261,S62,S62 Fracture at wrist and hand level,codeS6261,63,0,0,0,NaN,-0.398660964993131,0.25388457629549,NA
codeS631,S631,31,S63.1 Dislocation finger,codeS631,S63,S63 Dislocation- sprain and strain of joints and ligaments at wrist and hand level,codeS631,63,0,0,0,NaN,-0.114566034789442,0.178325441830816,NA
codeS644,S644,66,S64.4 Injury of digital nerve of other finger,codeS644,S64,S64 Injury of nerves at wrist and hand level,codeS644,63,0,0,0,NaN,0.220675575369398,0.171434598529313,NA
codeS661,S661,43,S66.1 Injury of flexor muscle and tendon of other finger at wrist and hand level,codeS661,S66,S66 Injury of muscle and tendon at wrist and hand level,codeS661,63,0,0,0,NaN,-0.0920613689269577,0.143132348569936,NA
codeS662,S662,33,S66.2 Injury of extensor muscle and tendon of thumb at wrist and hand level,codeS662,S66,S66 Injury of muscle and tendon at wrist and hand level,codeS662,63,0,0,0,NaN,1.12648267678338,0.794370933186882,NA
codeS663,S663,52,S66.3 Injury of extensor muscle and tendon of other finger at wrist and hand level,codeS663,S66,S66 Injury of muscle and tendon at wrist and hand level,codeS663,63,0,0,0,NaN,0.564391621657969,0.545681299060883,NA
codeS681,S681,44,S68.1 Traumatic amputation of other single finger (complete)(partial),codeS681,S68,S68 Traumatic amputation of wrist and hand,codeS681,63,266,0,0,2.06110350524066,1.17019596534509,1.16775787789828,0.213608093217335
codeS7200,S7200,230,S72.00 Fracture of neck of femur (closed),codeS7200,S72,S72 Fracture of femur,codeS7200,63,0,0,0,NaN,-0.430994992446732,0.879999332517034,NA
codeS7210,S7210,58,S72.10 Pertrochanteric fracture (closed),codeS7210,S72,S72 Fracture of femur,codeS7210,63,0,0,0,NaN,-0.328729782159857,0.286324628056206,NA
codeS761,S761,40,S76.1 Injury of quadriceps muscle and tendon,codeS761,S76,S76 Injury of muscle and tendon at hip and thigh level,codeS761,63,0,0,0,NaN,0.502520874273476,0.302063066050394,NA
codeS809,S809,78,S80.9 Superficial injury of lower leg- unspecified,codeS809,S80,S80 Superficial injury of lower leg,codeS809,63,0,0,0,NaN,-0.517151827724295,0.568018365403963,NA
codeS810,S810,42,S81.0 Open wound of knee,codeS810,S81,S81 Open wound of lower leg,codeS810,63,0,0,0,NaN,0.249797126325613,0.267690708165141,NA
codeS818,S818,32,S81.8 Open wound of other parts of lower leg,codeS818,S81,S81 Open wound of lower leg,codeS818,63,0,0,0,NaN,-0.507967900471638,0.279456314815095,NA
codeS8200,S8200,38,S82.00 Fracture of patella (closed),codeS8200,S82,S82 Fracture of lower leg- including ankle,codeS8200,63,0,0,0,NaN,-0.671240300358095,0.460781227233181,NA
codeS8210,S8210,63,S82.10 Fracture of upper end of tibia (closed),codeS8210,S82,S82 Fracture of lower leg- including ankle,codeS8210,63,18,0,0,2.16431313966655,0.405392275343623,0.303039520673961,0.0984138283525784
codeS8220,S8220,32,S82.20 Fracture of shaft of tibia (closed),codeS8220,S82,S82 Fracture of lower leg- including ankle,codeS8220,64,0,0,0,NaN,-0.557669815585409,0.301332223048168,NA
codeS8230,S8230,52,S82.30 Fracture of lower end of tibia (closed),codeS8230,S82,S82 Fracture of lower leg- including ankle,codeS8230,64,0,0,0,NaN,0.00827352440029822,0.184867365672784,NA
codeS8240,S8240,42,S82.40 Fracture of fibula alone (closed),codeS8240,S82,S82 Fracture of lower leg- including ankle,codeS8240,64,0,0,0,NaN,0.252058720846861,0.201500854194335,NA
codeS8260,S8260,73,S82.60 Fracture of lateral malleolus (closed),codeS8260,S82,S82 Fracture of lower leg- including ankle,codeS8260,64,0,0,0,NaN,0.0246748942950623,0.175233466014648,NA
codeS8280,S8280,220,S82.80 Fractures of other parts of lower leg (closed),codeS8280,S82,S82 Fracture of lower leg- including ankle,codeS8280,64,0,0,0,NaN,-0.270478115150805,0.460920094930464,NA
codeS832,S832,46,S83.2 Tear of meniscus- current,codeS832,S83,S83 Dislocation- sprain and strain of joints and ligaments of knee,codeS832,64,0,0,0,NaN,0.165881122135271,0.195318811548567,NA
codeS860,S860,106,S86.0 Injury of Achilles tendon,codeS860,S86,S86 Injury of muscle and tendon at lower leg level,codeS860,64,2,0,0,-1.9001438047093,-0.615218977726537,0.815228839301585,0.0267490079662067
codeS9200,S9200,31,S92.00 Fracture of calcaneus (closed),codeS9200,S92,S92 Fracture of foot- except ankle,codeS9200,64,0,0,0,NaN,0.0539065474635272,0.128225059226102,NA
codeS9230,S9230,34,S92.30 Fracture of metatarsal bone (closed),codeS9230,S92,S92 Fracture of foot- except ankle,codeS9230,64,0,0,0,NaN,-0.4799137320805,0.319365112060529,NA
codeT181,T181,42,T18.1 Foreign body in oesophagus,codeT181,T18,T18 Foreign body in alimentary tract,codeT181,64,0,0,0,NaN,-0.54231329460372,0.382508858412489,NA
codeT310,T310,35,T31.0 Burns involving less than 10% of body surface,codeT310,T31,T31 Burns classified according to extent of body surface involved,codeT310,64,0,0,0,NaN,0.466097370164788,0.281847601838756,NA
codeT391,T391,110,T39.1 4-Aminophenol derivatives,codeT391,T39,T39 Poisoning by nonopioid analgesics- antipyretics and antirheumatics,codeT391,64,19,0,0,-2.02457889583915,-0.569138470135781,0.711090998868802,0.122467341735738
codeT393,T393,38,T39.3 Other nonsteroidal anti-inflammatory drugs [NSAID],codeT393,T39,T39 Poisoning by nonopioid analgesics- antipyretics and antirheumatics,codeT393,64,8,0,0,-3.28978972993803,-0.286498832499407,0.189868326949637,0.152779070121041
codeT402,T402,49,T40.2 Other opioids,codeT402,T40,T40 Poisoning by narcotics and psychodysleptics [hallucinogens],codeT402,64,0,0,0,NaN,-0.592976354977203,0.479937065585914,NA
codeT424,T424,45,T42.4 Benzodiazepines,codeT424,T42,T42 Poisoning by antiepileptic- sedative-hypnotic and anti-Parkinsonism drugs,codeT424,64,0,0,0,NaN,0.61693091295205,0.486449003674833,NA
codeT426,T426,36,T42.6 Other antiepileptic and sedative-hypnotic drugs,codeT426,T42,T42 Poisoning by antiepileptic- sedative-hypnotic and anti-Parkinsonism drugs,codeT426,64,0,0,0,NaN,-0.0122711459097529,0.204850235728351,NA
codeT432,T432,55,T43.2 Other and unspecified antidepressants,codeT432,T43,T43 Poisoning by psychotropic drugs- not elsewhere classified,codeT432,64,2,0,0,1.8032823376323,0.869572903831932,0.954507347339898,0.0891698508262055
codeT510,T510,73,T51.0 Ethanol,codeT510,T51,T51 Toxic effect of alcohol,codeT510,64,0,0,0,NaN,0.0206107085566741,0.180232068804909,NA
codeT784,T784,69,T78.4 Allergy- unspecified,codeT784,T78,T78 Adverse effects- not elsewhere classified,codeT784,64,0,0,0,NaN,-0.206938136060227,0.246149613886509,NA
codeT810,T810,658,T81.0 Haemorrhage and haematoma complicating a procedure- not elsewhere classified,codeT810,T81,T81 Complications of procedures- not elsewhere classified,codeT810,65,192,0,0,-0.653702379134604,-0.318050610033935,1.22407999417861,0.117273393753366
codeT812,T812,175,T81.2 Accidental puncture and laceration during a procedure- not elsewhere classified,codeT812,T81,T81 Complications of procedures- not elsewhere classified,codeT812,65,0,0,0,NaN,-0.306170483772068,0.516631604910904,NA
codeT813,T813,147,T81.3 Disruption of operation wound- not elsewhere classified,codeT813,T81,T81 Complications of procedures- not elsewhere classified,codeT813,65,0,0,0,NaN,-0.532920953340114,0.875761074952029,NA
codeT814,T814,509,T81.4 Infection following a procedure- not elsewhere classified,codeT814,T81,T81 Complications of procedures- not elsewhere classified,codeT814,65,12374,24278,0,-0.721138475020738,-0.566795389206851,2.70724761394374,0.0878604979055263
codeT818,T818,251,T81.8 Other complications of procedures- not elsewhere classified,codeT818,T81,T81 Complications of procedures- not elsewhere classified,codeT818,65,4,0,0,-0.983162669778658,-0.381199181065128,0.766297580025931,0.0984223205916113
codeT821,T821,32,T82.1 Mechanical complication of cardiac electronic device,codeT821,T82,T82 Complications of cardiac and vascular prosthetic devices- implants and grafts,codeT821,65,6,0,0,-2.36626789252407,-0.773076045998832,0.518156181154937,0.381273716313705
codeT825,T825,37,T82.5 Mechanical complication of other cardiac and vascular devices and implants,codeT825,T82,T82 Complications of cardiac and vascular prosthetic devices- implants and grafts,codeT825,65,0,0,0,NaN,0.358774995854721,0.197732872876828,NA
codeT827,T827,132,T82.7 Infection and inflammatory reaction due to other cardiac and vascular devices- implants and grafts,codeT827,T82,T82 Complications of cardiac and vascular prosthetic devices- implants and grafts,codeT827,65,0,0,0,NaN,-0.0017915456980893,0.252826974134411,NA
codeT828,T828,126,T82.8 Other complications of cardiac and vascular prosthetic devices- implants and grafts,codeT828,T82,T82 Complications of cardiac and vascular prosthetic devices- implants and grafts,codeT828,65,26,0,0,-1.28170263634723,-0.516735723655305,0.768924696887784,0.0431438463122663
codeT830,T830,77,T83.0 Mechanical complication of urinary (indwelling) catheter,codeT830,T83,T83 Complications of genito-urinary prosthetic devices- implants and grafts,codeT830,65,0,0,0,NaN,-0.559327107850507,0.585081482517692,NA
codeT831,T831,33,T83.1 Mechanical complication of other urinary devices and implants,codeT831,T83,T83 Complications of genito-urinary prosthetic devices- implants and grafts,codeT831,65,3,0,0,-2.01372747881864,-0.803030160458786,0.518676531765532,0.0761620840592457
codeT835,T835,45,T83.5 Infection and inflammatory reaction due to prosthetic device- implant and graft in urinary system,codeT835,T83,T83 Complications of genito-urinary prosthetic devices- implants and grafts,codeT835,65,0,0,0,NaN,0.209036313271332,0.241832122471246,NA
codeT838,T838,37,T83.8 Other complications of genito-urinary prosthetic devices- implants and grafts,codeT838,T83,T83 Complications of genito-urinary prosthetic devices- implants and grafts,codeT838,65,0,0,0,NaN,-0.367556421138453,0.232767962544124,NA
codeT840,T840,206,T84.0 Mechanical complication of internal joint prosthesis,codeT840,T84,T84 Complications of internal orthopaedic prosthetic devices- implants and grafts,codeT840,65,0,0,0,NaN,0.0963515565327662,0.146371673121002,NA
codeT845,T845,66,T84.5 Infection and inflammatory reaction due to internal joint prosthesis,codeT845,T84,T84 Complications of internal orthopaedic prosthetic devices- implants and grafts,codeT845,65,0,0,0,NaN,-0.452729113902902,0.35590943668097,NA
codeT848,T848,192,T84.8 Other complications of internal orthopaedic prosthetic devices- implants and grafts,codeT848,T84,T84 Complications of internal orthopaedic prosthetic devices- implants and grafts,codeT848,65,0,0,0,NaN,-0.413315299553052,0.720341127333335,NA
codeT854,T854,46,T85.4 Mechanical complication of breast prosthesis and implant,codeT854,T85,T85 Complications of other internal prosthetic devices- implants and grafts,codeT854,65,0,0,0,NaN,-0.268689146346006,0.184093368880168,NA
codeT855,T855,69,T85.5 Mechanical complication of gastro-intestinal prosthetic devices- implants and grafts,codeT855,T85,T85 Complications of other internal prosthetic devices- implants and grafts,codeT855,65,0,0,0,NaN,-0.303535635463701,0.342868247254705,NA
codeT856,T856,46,T85.6 Mechanical complication of other specified internal prosthetic devices- implants and grafts,codeT856,T85,T85 Complications of other internal prosthetic devices- implants and grafts,codeT856,65,66,0,0,1.98272553605802,0.978181031338959,1.00963275050497,0.159313415192617
codeT857,T857,60,T85.7 Infection and inflammatory reaction due to other internal prosthetic devices- implants and grafts,codeT857,T85,T85 Complications of other internal prosthetic devices- implants and grafts,codeT857,65,0,0,0,NaN,-0.15803023337116,0.171420242855174,NA
codeT858,T858,52,T85.8 Other complications of internal prosthetic devices- implants and grafts- not elsewhere classified,codeT858,T85,T85 Complications of other internal prosthetic devices- implants and grafts,codeT858,65,3,0,0,1.56185546502374,0.511193746910875,0.450286500667762,0.0921337193798954
codeT933,T933,42,T93.3 Sequelae of dislocation- sprain and strain of lower limb,codeT933,T93,T93 Sequelae of injuries of lower limb,codeT933,66,0,0,0,NaN,0.100648923325415,0.139264338000067,NA
codeU801,U801,35,U80.1 Methicillin resistant agent,codeU801,U80,U80 Agent resistant to penicillin and related antibiotics,codeU801,66,0,0,0,NaN,0.189668611672177,0.201727185157032,NA
codeW010,W010,51,W01.0 Home,codeW010,W01,W01 Fall on same level from slipping- tripping and stumbling,codeW010,66,9,0,0,1.92085760783547,1.12716987762299,1.26791150763886,0.0836697129939184
codeW100,W100,31,W10.0 Home,codeW100,W10,W10 Fall on and from stairs and steps,codeW100,66,0,0,0,NaN,-0.245218744466389,0.1748251422425,NA
codeW180,W180,49,W18.0 Home,codeW180,W18,W18 Other fall on same level,codeW180,66,0,0,0,NaN,-0.316419239982658,0.254119532711308,NA
codeW190,W190,59,W19.0 Home,codeW190,W19,W19 Unspecified fall,codeW190,66,22,0,0,-1.91421179837855,-0.103798684273336,0.333494507758143,0.0366457320758183
codeW199,W199,47,W19.9 Unspecified place,codeW199,W19,W19 Unspecified fall,codeW199,66,0,0,0,NaN,-0.361435432553751,0.322652806140223,NA
codeX599,X599,55,X59.9 Unspecified place,codeX599,X59,X59 Exposure to unspecified factor,codeX599,66,0,0,0,NaN,-0.0057935794624826,0.182688538367967,NA
codeX650,X650,46,X65.0 Home,codeX650,X65,X65 Intentional self-poisoning by and exposure to alcohol,codeX650,66,2,0,0,1.86354853727158,0.586313032094783,0.537042046239094,0.0455450335745098
codeY433,Y433,58,Y43.3 Other antineoplastic drugs,codeY433,Y43,Y43 Primarily systemic agents,codeY433,66,0,0,0,NaN,-0.601838424176584,0.483752203935842,NA
codeY831,Y831,89,Y83.1 Surgical operation with implant of artificial internal device,codeY831,Y83,Y83 Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient- or of later complication- without mention of misadventure at the time of the procedure,codeY831,66,113,0,0,2.04320319189539,0.799124951586969,0.994873086035117,0.260737977563718
codeY836,Y836,110,Y83.6 Removal of other organ (partial) (total),codeY836,Y83,Y83 Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient- or of later complication- without mention of misadventure at the time of the procedure,codeY836,66,0,0,0,NaN,-0.175343917253471,0.207213791959894,NA
codeY838,Y838,48,Y83.8 Other surgical procedures,codeY838,Y83,Y83 Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient- or of later complication- without mention of misadventure at the time of the procedure,codeY838,66,12,0,0,3.09608506312146,0.546265032068768,0.362439526393875,0.104834319604896
codeY848,Y848,33,Y84.8 Other medical procedures,codeY848,Y84,Y84 Other medical procedures as the cause of abnormal reaction of the patient- or of later complication- without mention of misadventure at the time of the procedure,codeY848,66,0,0,0,NaN,-0.443643598834219,0.309589236305131,NA
codeY95,Y95,123,Y95 Nosocomial condition,codeY95,Y95,Y95 Nosocomial condition,codeY95,66,0,0,0,NaN,-0.554302154551736,0.818610942735583,NA
codeZ006,Z006,38,Z00.6 Examination for normal comparison and control in clinical research programme,codeZ006,Z00,Z00 General examination and investigation of persons without complaint or reported diagnosis,codeZ006,66,0,0,0,NaN,-0.162949309811562,0.136618045134087,NA
codeZ015,Z015,40,Z01.5 Diagnostic skin and sensitisation tests,codeZ015,Z01,Z01 Other special examinations and investigations of persons without complaint or reported diagnosis,codeZ015,66,15,0,0,1.98750883270339,0.997596529554795,0.833540080013872,0.17910630277995
codeZ016,Z016,41,Z01.6 Radiological examination- not elsewhere classified,codeZ016,Z01,Z01 Other special examinations and investigations of persons without complaint or reported diagnosis,codeZ016,66,0,0,0,NaN,-0.690038896408261,0.50028870338847,NA
codeZ017,Z017,35,Z01.7 Laboratory examination,codeZ017,Z01,Z01 Other special examinations and investigations of persons without complaint or reported diagnosis,codeZ017,66,5,0,0,2.10472407457163,0.261673202506793,0.188570805480075,0.0451153157685314
codeZ018,Z018,109,Z01.8 Other specified special examinations,codeZ018,Z01,Z01 Other special examinations and investigations of persons without complaint or reported diagnosis,codeZ018,67,0,0,0,NaN,0.0229949114774617,0.195758001616882,NA
codeZ028,Z028,173,Z02.8 Other examinations for administrative purposes,codeZ028,Z02,Z02 Examination and encounter for administrative purposes,codeZ028,67,0,0,0,NaN,0.131117131172596,0.170549004115957,NA
codeZ031,Z031,79,Z03.1 Observation for suspected malignant neoplasm,codeZ031,Z03,Z03 Medical observation and evaluation for suspected diseases and conditions,codeZ031,67,0,0,0,NaN,-0.393129601646177,0.38891648434052,NA
codeZ034,Z034,139,Z03.4 Observation for suspected myocardial infarction,codeZ034,Z03,Z03 Medical observation and evaluation for suspected diseases and conditions,codeZ034,67,0,0,0,NaN,-0.398537348219913,0.550491137043644,NA
codeZ035,Z035,70,Z03.5 Observation for other suspected cardiovascular diseases,codeZ035,Z03,Z03 Medical observation and evaluation for suspected diseases and conditions,codeZ035,67,0,0,0,NaN,-0.495125506686114,0.497873288138329,NA
codeZ038,Z038,937,Z03.8 Observation for other suspected diseases and conditions,codeZ038,Z03,Z03 Medical observation and evaluation for suspected diseases and conditions,codeZ038,67,11055,28036,0,-0.543704752772058,-0.452403465340252,2.64903945851134,0.083276340447072
codeZ039,Z039,70,Z03.9 Observation for suspected disease or condition- unspecified,codeZ039,Z03,Z03 Medical observation and evaluation for suspected diseases and conditions,codeZ039,67,0,0,0,NaN,-0.559259776586967,0.550192326042423,NA
codeZ048,Z048,74,Z04.8 Examination and observation for other specified reasons,codeZ048,Z04,Z04 Examination and observation for other reasons,codeZ048,67,9,0,0,-2.28722013761004,-0.382142721927472,0.35224417167141,0.112316069027283
codeZ049,Z049,54,Z04.9 Examination and observation for unspecified reason,codeZ049,Z04,Z04 Examination and observation for other reasons,codeZ049,67,0,0,0,NaN,-0.161428051807349,0.222065228881054,NA
codeZ080,Z080,548,Z08.0 Follow-up examination after surgery for malignant neoplasm,codeZ080,Z08,Z08 Follow-up examination after treatment for malignant neoplasm,codeZ080,67,43,0,0,-0.87414894442062,-0.131305277528797,0.297292489329561,0.0249685753052061
codeZ082,Z082,37,Z08.2 Follow-up examination after chemotherapy for malignant neoplasm,codeZ082,Z08,Z08 Follow-up examination after treatment for malignant neoplasm,codeZ082,67,0,0,0,NaN,-0.0764088785342715,0.133146276546953,NA
codeZ087,Z087,159,Z08.7 Follow-up examination after combined treatment for malignant neoplasm,codeZ087,Z08,Z08 Follow-up examination after treatment for malignant neoplasm,codeZ087,67,0,0,0,NaN,0.0616916532993211,0.163721014132308,NA
codeZ088,Z088,41,Z08.8 Follow-up examination after other treatment for malignant neoplasm,codeZ088,Z08,Z08 Follow-up examination after treatment for malignant neoplasm,codeZ088,67,236,0,0,2.05184592389546,1.02304382953855,0.897492395005131,0.379695653982625
codeZ089,Z089,98,Z08.9 Follow-up examination after unspecified treatment for malignant neoplasm,codeZ089,Z08,Z08 Follow-up examination after treatment for malignant neoplasm,codeZ089,67,0,0,0,NaN,4.23730720932324e-05,0.158666827703675,NA
codeZ090,Z090,757,Z09.0 Follow-up examination after surgery for other conditions,codeZ090,Z09,Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,codeZ090,67,0,0,0,NaN,-0.125723053355032,0.34155976429877,NA
codeZ092,Z092,244,Z09.2 Follow-up examination after chemotherapy for other conditions,codeZ092,Z09,Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,codeZ092,67,12,0,0,-0.763095947904967,-0.334220554170872,0.619274124116446,0.0249771642558101
codeZ098,Z098,326,Z09.8 Follow-up examination after other treatment for other conditions,codeZ098,Z09,Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,codeZ098,67,0,0,0,NaN,-0.168431009483973,0.344658281533443,NA
codeZ099,Z099,307,Z09.9 Follow-up examination after unspecified treatment for other conditions,codeZ099,Z09,Z09 Follow-up examination after treatment for conditions other than malignant neoplasms,codeZ099,67,0,0,0,NaN,-0.116807450176484,0.259800053474151,NA
codeZ110,Z110,70,Z11.0 Special screening examination for intestinal infectious diseases,codeZ110,Z11,Z11 Special screening examination for infectious and parasitic diseases,codeZ110,67,0,0,0,NaN,-0.312340387389253,0.296639026679142,NA
codeZ115,Z115,1795,Z11.5 Special screening examination for other viral diseases,codeZ115,Z11,Z11 Special screening examination for infectious and parasitic diseases,codeZ115,67,922,2498,0,-0.389223624943774,-0.167197876119713,0.889478950355529,0.0316247296848975
codeZ121,Z121,1428,Z12.1 Special screening examination for neoplasm of intestinal tract,codeZ121,Z12,Z12 Special screening examination for neoplasms,codeZ121,67,0,0,0,NaN,0.100937116523309,0.404292693589778,NA
codeZ130,Z130,679,Z13.0 Special screening examination for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,codeZ130,Z13,Z13 Special screening examination for other diseases and disorders,codeZ130,68,0,0,0,NaN,-0.196269863990064,0.589336341252751,NA
codeZ131,Z131,41,Z13.1 Special screening examination for diabetes mellitus,codeZ131,Z13,Z13 Special screening examination for other diseases and disorders,codeZ131,68,194,0,0,2.33900359620982,1.00312270529721,1.10064564440302,0.424683168737311
codeZ133,Z133,73,Z13.3 Special screening examination for mental and behavioural disorders,codeZ133,Z13,Z13 Special screening examination for other diseases and disorders,codeZ133,68,0,0,0,NaN,-0.465266673275053,0.527315704416032,NA
codeZ136,Z136,388,Z13.6 Special screening examination for cardiovascular disorders,codeZ136,Z13,Z13 Special screening examination for other diseases and disorders,codeZ136,68,0,0,0,NaN,-0.125444308588255,0.284483509558039,NA
codeZ138,Z138,477,Z13.8 Special screening examination for other specified diseases and disorders,codeZ138,Z13,Z13 Special screening examination for other diseases and disorders,codeZ138,68,0,0,0,NaN,-0.115578173315371,0.310176086729178,NA
codeZ139,Z139,402,Z13.9 Special screening examination- unspecified,codeZ139,Z13,Z13 Special screening examination for other diseases and disorders,codeZ139,68,0,0,0,NaN,-0.253687926946331,0.692951926860141,NA
codeZ208,Z208,61,Z20.8 Contact with and exposure to other communicable diseases,codeZ208,Z20,Z20 Contact with and exposure to communicable diseases,codeZ208,68,0,0,0,NaN,0.0729005970173199,0.169845414043797,NA
codeZ223,Z223,166,Z22.3 Carrier of other specified bacterial diseases,codeZ223,Z22,Z22 Carrier of infectious disease,codeZ223,68,2,0,0,1.10538910593701,0.215240344005169,0.263629428280559,0.00799463848696761
codeZ290,Z290,158,Z29.0 Isolation,codeZ290,Z29,Z29 Need for other prophylactic measures,codeZ290,68,0,0,0,NaN,-0.335690586953545,0.458654495906684,NA
codeZ292,Z292,79,Z29.2 Other prophylactic chemotherapy,codeZ292,Z29,Z29 Need for other prophylactic measures,codeZ292,68,0,0,0,NaN,-0.511608852117488,0.524451278020491,NA
codeZ301,Z301,134,Z30.1 Insertion of (intra-uterine) contraceptive device,codeZ301,Z30,Z30 Contraceptive management,codeZ301,68,0,0,0,NaN,-0.485463520315295,0.680253901379347,NA
codeZ302,Z302,824,Z30.2 Sterilisation,codeZ302,Z30,Z30 Contraceptive management,codeZ302,68,0,0,0,NaN,0.0718037681805443,0.177772926799498,NA
codeZ305,Z305,155,Z30.5 Surveillance of (intra-uterine) contraceptive device,codeZ305,Z30,Z30 Contraceptive management,codeZ305,68,0,0,0,NaN,-0.326316275766416,0.408414568926528,NA
codeZ33,Z33,45,Z33 Pregnant state- incidental,codeZ33,Z33,Z33 Pregnant state- incidental,codeZ33,68,0,0,0,NaN,0.321267318520587,0.247292844398563,NA
codeZ340,Z340,45,Z34.0 Supervision of normal first pregnancy,codeZ340,Z34,Z34 Supervision of normal pregnancy,codeZ340,68,0,0,0,NaN,-0.46817251583813,0.326897006078564,NA
codeZ348,Z348,93,Z34.8 Supervision of other normal pregnancy,codeZ348,Z34,Z34 Supervision of normal pregnancy,codeZ348,68,0,0,0,NaN,-0.0468995124037973,0.218158081136712,NA
codeZ349,Z349,89,Z34.9 Supervision of normal pregnancy- unspecified,codeZ349,Z34,Z34 Supervision of normal pregnancy,codeZ349,68,0,0,0,NaN,-0.424189589816222,0.450631774699132,NA
codeZ350,Z350,39,Z35.0 Supervision of pregnancy with history of infertility,codeZ350,Z35,Z35 Supervision of high-risk pregnancy,codeZ350,68,0,0,0,NaN,0.262054708292406,0.245915171996892,NA
codeZ351,Z351,43,Z35.1 Supervision of pregnancy with history of abortive outcome,codeZ351,Z35,Z35 Supervision of high-risk pregnancy,codeZ351,68,0,0,0,NaN,-0.248335087319585,0.299193659367283,NA
codeZ352,Z352,46,Z35.2 Supervision of pregnancy with other poor reproductive or obstetric history,codeZ352,Z35,Z35 Supervision of high-risk pregnancy,codeZ352,69,0,0,0,NaN,-0.0433523404633013,0.26569656939557,NA
codeZ355,Z355,52,Z35.5 Supervision of elderly primigravida,codeZ355,Z35,Z35 Supervision of high-risk pregnancy,codeZ355,69,62,0,0,2.62819698677588,0.790623234960531,0.616816414944485,0.0983495723723961
codeZ360,Z360,39,Z36.0 Antenatal screening for chromosomal anomalies,codeZ360,Z36,Z36 Antenatal screening,codeZ360,69,0,0,0,NaN,-0.764702430149104,0.566650759570842,NA
codeZ368,Z368,40,Z36.8 Other antenatal screening,codeZ368,Z36,Z36 Antenatal screening,codeZ368,69,0,0,0,NaN,-0.576517021305712,0.372699914146855,NA
codeZ369,Z369,36,Z36.9 Antenatal screening- unspecified,codeZ369,Z36,Z36 Antenatal screening,codeZ369,69,0,0,0,NaN,-0.460247780870284,0.248059266783376,NA
codeZ370,Z370,1621,Z37.0 Single live birth,codeZ370,Z37,Z37 Outcome of delivery,codeZ370,69,4416,9606,29,-0.519732347847862,-0.14138185318653,1.14500120405187,0.131526098072658
codeZ372,Z372,47,Z37.2 Twins- both liveborn,codeZ372,Z37,Z37 Outcome of delivery,codeZ372,69,1,0,0,1.80530708731798,0.748708896858888,0.623785446963935,NA
codeZ390,Z390,46,Z39.0 Care and examination immediately after delivery,codeZ390,Z39,Z39 Postpartum care and examination,codeZ390,69,0,0,0,NaN,-0.243989356299995,0.294749951378669,NA
codeZ400,Z400,83,Z40.0 Prophylactic surgery for risk-factors related to malignant neoplasms,codeZ400,Z40,Z40 Prophylactic surgery,codeZ400,69,0,0,0,NaN,-0.189985681021344,0.242559732253631,NA
codeZ411,Z411,85,Z41.1 Other plastic surgery for unacceptable cosmetic appearance,codeZ411,Z41,Z41 Procedures for purposes other than remedying health state,codeZ411,69,102,0,0,-1.74751727170427,-0.8702379494548,1.26413457586893,0.257420598822484
codeZ420,Z420,39,Z42.0 Follow-up care involving plastic surgery of head and neck,codeZ420,Z42,Z42 Follow-up care involving plastic surgery,codeZ420,69,0,0,0,NaN,-0.279489889010227,0.303128157778617,NA
codeZ421,Z421,249,Z42.1 Follow-up care involving plastic surgery of breast,codeZ421,Z42,Z42 Follow-up care involving plastic surgery,codeZ421,69,0,0,0,NaN,0.0121616971089828,0.126508806910764,NA
codeZ432,Z432,109,Z43.2 Attention to ileostomy,codeZ432,Z43,Z43 Attention to artificial openings,codeZ432,69,0,0,0,NaN,0.203231133797531,0.204138458069549,NA
