,code,N,meaning,codeID,path,path_meaning,Biomarker,parallel_group,n_sig_FDR,n_sig_adj.P.Val,n_sig_bonf,SigLogFC,LogFC,p,sds
codeZ433,Z433,41,Z43.3 Attention to colostomy,codeZ433,Z43,Z43 Attention to artificial openings,codeZ433,69,0,0,0,NaN,0.0314566229904625,0.152627134145757,NA
codeZ436,Z436,40,Z43.6 Attention to other artificial openings of urinary tract,codeZ436,Z43,Z43 Attention to artificial openings,codeZ436,69,0,0,0,NaN,-0.901244587708555,0.681726329932552,NA
codeZ450,Z450,98,Z45.0 Adjustment and management of cardiac pacemaker,codeZ450,Z45,Z45 Adjustment and management of implanted device,codeZ450,69,9,0,0,-1.94018412100815,-0.454537319320229,0.441766529981633,0.0487884614198047
codeZ452,Z452,156,Z45.2 Adjustment and management of vascular access device,codeZ452,Z45,Z45 Adjustment and management of implanted device,codeZ452,69,3,0,0,-1.64972163145743,-0.342401047205554,0.549419877023252,0.0242661604121626
codeZ458,Z458,136,Z45.8 Adjustment and management of other implanted devices,codeZ458,Z45,Z45 Adjustment and management of implanted device,codeZ458,69,0,0,0,NaN,-0.326571618970085,0.390462695322406,NA
codeZ466,Z466,699,Z46.6 Fitting and adjustment of urinary device,codeZ466,Z46,Z46 Fitting and adjustment of other devices,codeZ466,69,0,0,0,NaN,-0.147076058252202,0.433198947255921,NA
codeZ470,Z470,31,Z47.0 Follow-up care involving removal of fracture plate and other internal fixation device,codeZ470,Z47,Z47 Other orthopaedic follow-up care,codeZ470,69,0,0,0,NaN,-0.0836339636418353,0.156850879406295,NA
codeZ478,Z478,32,Z47.8 Other specified orthopaedic follow-up care,codeZ478,Z47,Z47 Other orthopaedic follow-up care,codeZ478,69,0,0,0,NaN,-0.556064649134709,0.399028830171681,NA
codeZ480,Z480,60,Z48.0 Attention to surgical dressings and sutures,codeZ480,Z48,Z48 Other surgical follow-up care,codeZ480,70,0,0,0,NaN,-0.0487022203201807,0.168658910033173,NA
codeZ488,Z488,36,Z48.8 Other specified surgical follow-up care,codeZ488,Z48,Z48 Other surgical follow-up care,codeZ488,70,0,0,0,NaN,-0.00543906706333173,0.163364293367292,NA
codeZ491,Z491,32,Z49.1 Extracorporeal dialysis,codeZ491,Z49,Z49 Care involving dialysis,codeZ491,70,2901,15563,0,-2.56482054915544,-1.61816748782008,1.67857875811311,0.238010545935416
codeZ500,Z500,215,Z50.0 Cardiac rehabilitation,codeZ500,Z50,Z50 Care involving use of rehabilitation procedures,codeZ500,70,0,0,0,NaN,-0.024637224447852,0.152263866877085,NA
codeZ501,Z501,1973,Z50.1 Other physical therapy,codeZ501,Z50,Z50 Care involving use of rehabilitation procedures,codeZ501,70,2746,5642,0,-0.373002376874698,-0.181772070787222,0.983954367577181,0.0237658854601781
codeZ505,Z505,250,Z50.5 Speech therapy,codeZ505,Z50,Z50 Care involving use of rehabilitation procedures,codeZ505,70,0,0,0,NaN,-0.317177659394139,0.611867385570381,NA
codeZ507,Z507,1057,Z50.7 Occupational therapy and vocational rehabilitation- not elsewhere classified,codeZ507,Z50,Z50 Care involving use of rehabilitation procedures,codeZ507,70,2999,8944,0,-0.51314085496058,-0.271713971176118,1.27792795259902,0.0489266582202212
codeZ508,Z508,97,Z50.8 Care involving use of rehabilitation procedures,codeZ508,Z50,Z50 Care involving use of rehabilitation procedures,codeZ508,70,0,0,0,NaN,0.140003709041409,0.206974947506492,NA
codeZ509,Z509,48,Z50.9 Care involving use of rehabilitation procedure- unspecified,codeZ509,Z50,Z50 Care involving use of rehabilitation procedures,codeZ509,70,0,0,0,NaN,-0.953137435686346,0.914123526201197,NA
codeZ510,Z510,165,Z51.0 Radiotherapy session,codeZ510,Z51,Z51 Other medical care,codeZ510,70,1,0,0,-0.846888226041988,-0.505275998511549,0.900366174639747,NA
codeZ511,Z511,1010,Z51.1 Chemotherapy session for neoplasm,codeZ511,Z51,Z51 Other medical care,codeZ511,70,0,0,0,NaN,-0.101502496456184,0.357849860114677,NA
codeZ512,Z512,1058,Z51.2 Other chemotherapy,codeZ512,Z51,Z51 Other medical care,codeZ512,70,3,0,0,-0.384530681047509,-0.128256373290479,0.579128430111785,0.0195129604422208
codeZ513,Z513,161,Z51.3 Blood transfusion without reported diagnosis,codeZ513,Z51,Z51 Other medical care,codeZ513,70,13,0,0,-1.29978950158395,-0.110577861585549,0.392983728366193,0.0843898204294706
codeZ514,Z514,185,Z51.4 Preparatory care for treatment- not elsewhere classified,codeZ514,Z51,Z51 Other medical care,codeZ514,70,0,0,0,NaN,-0.258535223242196,0.483707550395379,NA
codeZ515,Z515,847,Z51.5 Palliative care,codeZ515,Z51,Z51 Other medical care,codeZ515,70,1153,11535,0,-0.528183272077558,-0.315599878446182,1.46189465267599,0.0429287428565259
codeZ518,Z518,207,Z51.8 Other specified medical care,codeZ518,Z51,Z51 Other medical care,codeZ518,70,0,0,0,NaN,-0.148790200533136,0.296156050289939,NA
codeZ530,Z530,976,Z53.0 Procedure not carried out because of contraindication,codeZ530,Z53,Z53 Persons encountering health services for specifie procedures- not carried out,codeZ530,70,0,0,0,NaN,-0.104134067077003,0.318013966123778,NA
codeZ532,Z532,245,Z53.2 Procedure not carried out because of patient's decision for other and unspecified reasons,codeZ532,Z53,Z53 Persons encountering health services for specifie procedures- not carried out,codeZ532,70,0,0,0,NaN,-0.258693899172664,0.45955261019652,NA
codeZ538,Z538,2072,Z53.8 Procedure not carried out for other reasons,codeZ538,Z53,Z53 Persons encountering health services for specifie procedures- not carried out,codeZ538,70,2,0,0,-0.290757685647642,-0.104193443786549,0.514149651467146,0.00847932353716199
codeZ539,Z539,286,Z53.9 Procedure not carried out- unspecified reason,codeZ539,Z53,Z53 Persons encountering health services for specifie procedures- not carried out,codeZ539,71,0,0,0,NaN,-0.0700253011229514,0.161644307482608,NA
codeZ572,Z572,34,Z57.2 Occupational exposure to dust,codeZ572,Z57,Z57 Occupational exposure to risk-factors,codeZ572,71,0,0,0,NaN,-1.01958879799366,0.799029313440892,NA
codeZ602,Z602,347,Z60.2 Living alone,codeZ602,Z60,Z60 Problems related to social environment,codeZ602,71,191,0,0,-0.830462318734699,-0.360879502770748,0.91593089417999,0.0426913607783592
codeZ634,Z634,43,Z63.4 Disappearance and death of family member,codeZ634,Z63,Z63 Other problems related to primary support group- including family circumstances,codeZ634,71,0,0,0,NaN,-0.385844015835979,0.318309126654417,NA
codeZ713,Z713,182,Z71.3 Dietary counselling and surveillance,codeZ713,Z71,Z71 Persons encountering health services for other counselling and medical advice- not elsewhere classified,codeZ713,71,0,0,0,NaN,-0.365564952714712,0.610804199319647,NA
codeZ718,Z718,35,Z71.8 Other specified counselling,codeZ718,Z71,Z71 Persons encountering health services for other counselling and medical advice- not elsewhere classified,codeZ718,71,0,0,0,NaN,0.150543900484989,0.247195077042313,NA
codeZ719,Z719,48,Z71.9 Counselling- unspecified,codeZ719,Z71,Z71 Persons encountering health services for other counselling and medical advice- not elsewhere classified,codeZ719,71,0,0,0,NaN,-0.265741439426654,0.227684015080968,NA
codeZ720,Z720,820,Z72.0 Tobacco use,codeZ720,Z72,Z72 Problems related to lifestyle,codeZ720,71,3384,13174,0,-0.569454981427832,-0.334430249847295,1.46957847508087,0.0489893886635311
codeZ721,Z721,1332,Z72.1 Alcohol use,codeZ721,Z72,Z72 Problems related to lifestyle,codeZ721,71,129,0,0,-0.416252561611284,-0.255999682594777,1.49261620295375,0.0404517305182086
codeZ733,Z733,58,Z73.3 Stress- not elsewhere classified,codeZ733,Z73,Z73 Problems related to life-management difficulty,codeZ733,71,0,0,0,NaN,-0.0352784409268096,0.12461694505354,NA
codeZ739,Z739,63,Z73.9 Problem related to life-management difficulty- unspecified,codeZ739,Z73,Z73 Problems related to life-management difficulty,codeZ739,71,0,0,0,NaN,-0.361172908996623,0.362293172717549,NA
codeZ751,Z751,143,Z75.1 Person awaiting admission to adequate facility elsewhere,codeZ751,Z75,Z75 Problems related to medical facilities and other health care,codeZ751,71,0,0,0,NaN,0.170499814412489,0.407793059255014,NA
codeZ754,Z754,32,Z75.4 Unavailability and inaccessibility of other helping agencies,codeZ754,Z75,Z75 Problems related to medical facilities and other health care,codeZ754,71,0,0,0,NaN,-0.248705112748157,0.256101326347444,NA
codeZ800,Z800,1226,Z80.0 Family history of malignant neoplasm of digestive organs,codeZ800,Z80,Z80 Family history of malignant neoplasm,codeZ800,71,0,0,0,NaN,0.145223406084283,0.586190520740664,NA
codeZ801,Z801,85,Z80.1 Family history of malignant neoplasm of trachea- bronchus and lung,codeZ801,Z80,Z80 Family history of malignant neoplasm,codeZ801,71,6,0,0,1.25919568527602,0.320807002459658,0.328672349393874,0.0290863447472592
codeZ803,Z803,320,Z80.3 Family history of malignant neoplasm of breast,codeZ803,Z80,Z80 Family history of malignant neoplasm,codeZ803,71,0,0,0,NaN,0.0699543133930007,0.179581049765282,NA
codeZ804,Z804,232,Z80.4 Family history of malignant neoplasm of genital organs,codeZ804,Z80,Z80 Family history of malignant neoplasm,codeZ804,71,0,0,0,NaN,0.00399276675180586,0.163899346191565,NA
codeZ805,Z805,46,Z80.5 Family history of malignant neoplasm of urinary tract,codeZ805,Z80,Z80 Family history of malignant neoplasm,codeZ805,71,0,0,0,NaN,0.698317588717219,0.747050399643112,NA
codeZ808,Z808,66,Z80.8 Family history of malignant neoplasm of other organs or systems,codeZ808,Z80,Z80 Family history of malignant neoplasm,codeZ808,71,0,0,0,NaN,-0.67332507377358,0.645051288424922,NA
codeZ809,Z809,45,Z80.9 Family history of malignant neoplasm- unspecified,codeZ809,Z80,Z80 Family history of malignant neoplasm,codeZ809,71,0,0,0,NaN,0.323546404595177,0.238362957445055,NA
codeZ823,Z823,108,Z82.3 Family history of stroke,codeZ823,Z82,Z82 Family history of certain disabilities and chronic diseases leading to disablement,codeZ823,71,343,15245,0,-1.25493138457798,-0.921027852190913,1.61539850755579,0.109160948329561
codeZ824,Z824,1939,Z82.4 Family history of ischaemic heart disease and other diseases of the circulatory system,codeZ824,Z82,Z82 Family history of certain disabilities and chronic diseases leading to disablement,codeZ824,72,0,0,0,NaN,-0.135927240041977,0.733992207319117,NA
codeZ833,Z833,70,Z83.3 Family history of diabetes mellitus,codeZ833,Z83,Z83 Family history of other specific disorders,codeZ833,72,0,0,0,NaN,0.465330945207832,0.434267315208234,NA
codeZ835,Z835,114,Z83.5 Family history of eye and ear disorders,codeZ835,Z83,Z83 Family history of other specific disorders,codeZ835,72,0,0,0,NaN,-0.461184842182514,0.601595426785279,NA
codeZ837,Z837,133,Z83.7 Family history of diseases of the digestive system,codeZ837,Z83,Z83 Family history of other specific disorders,codeZ837,72,0,0,0,NaN,0.0879680609570735,0.172907705095519,NA
codeZ850,Z850,877,Z85.0 Personal history of malignant neoplasm of digestive organs,codeZ850,Z85,Z85 Personal history of malignant neoplasm,codeZ850,72,522,4267,0,-0.561148640170243,-0.282805230444562,1.20174206076571,0.0646572260807117
codeZ851,Z851,115,Z85.1 Personal history of malignant neoplasm of trachea- bronchus and lung,codeZ851,Z85,Z85 Personal history of malignant neoplasm,codeZ851,72,166,0,0,-1.49481143451375,-0.315636669755855,0.30930646317515,0.136973314000457
codeZ852,Z852,33,Z85.2 Personal history of malignant neoplasm of other respiratory and intrathoracic organs,codeZ852,Z85,Z85 Personal history of malignant neoplasm,codeZ852,72,0,0,0,NaN,-0.190677095817031,0.22368619434789,NA
codeZ853,Z853,1102,Z85.3 Personal history of malignant neoplasm of breast,codeZ853,Z85,Z85 Personal history of malignant neoplasm,codeZ853,72,1,0,0,-0.346248040158257,-0.14618980076591,0.54698248799131,NA
codeZ854,Z854,834,Z85.4 Personal history of malignant neoplasm of genital organs,codeZ854,Z85,Z85 Personal history of malignant neoplasm,codeZ854,72,0,0,0,NaN,-0.192236666507376,0.727335887651308,NA
codeZ855,Z855,434,Z85.5 Personal history of malignant neoplasm of urinary tract,codeZ855,Z85,Z85 Personal history of malignant neoplasm,codeZ855,72,0,0,0,NaN,-0.211691490564698,0.482034970014525,NA
codeZ856,Z856,73,Z85.6 Personal history of leukaemia,codeZ856,Z85,Z85 Personal history of malignant neoplasm,codeZ856,72,0,0,0,NaN,0.00197319867439631,0.223139323641829,NA
codeZ857,Z857,224,Z85.7 Personal history of other malignant neoplasms of lymphoid- haematopoietic and related tissues,codeZ857,Z85,Z85 Personal history of malignant neoplasm,codeZ857,72,0,0,0,NaN,0.11807324354947,0.312741283359661,NA
codeZ858,Z858,1204,Z85.8 Personal history of malignant neoplasms of other organs and systems,codeZ858,Z85,Z85 Personal history of malignant neoplasm,codeZ858,72,0,0,0,NaN,-0.0840864569126255,0.30423657265425,NA
codeZ859,Z859,40,Z85.9 Personal history of malignant neoplasm- unspecified,codeZ859,Z85,Z85 Personal history of malignant neoplasm,codeZ859,72,0,0,0,NaN,-0.581279199544077,0.423495329136664,NA
codeZ860,Z860,900,Z86.0 Personal history of other neoplasms,codeZ860,Z86,Z86 Personal history of certain other diseases,codeZ860,72,0,0,0,NaN,0.0407835294474679,0.166262848529976,NA
codeZ861,Z861,440,Z86.1 Personal history of infectious and parasitic diseases,codeZ861,Z86,Z86 Personal history of certain other diseases,codeZ861,72,0,0,0,NaN,-0.0965693784234261,0.338002179412571,NA
codeZ862,Z862,71,Z86.2 Personal history of diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism,codeZ862,Z86,Z86 Personal history of certain other diseases,codeZ862,72,0,0,0,NaN,-0.583120854727765,0.566078973403877,NA
codeZ863,Z863,92,Z86.3 Personal history of endocrine- nutritional and metabolic diseases,codeZ863,Z86,Z86 Personal history of certain other diseases,codeZ863,72,0,0,0,NaN,-0.355139812147088,0.372726395879544,NA
codeZ864,Z864,5283,Z86.4 Personal history of psychoactive substance abuse,codeZ864,Z86,Z86 Personal history of certain other diseases,codeZ864,72,14982,26033,1213,-0.296385554507889,-0.232077770154205,3.06633584305288,0.0734002418063777
codeZ865,Z865,184,Z86.5 Personal history of other mental and behavioural disorders,codeZ865,Z86,Z86 Personal history of certain other diseases,codeZ865,73,0,0,0,NaN,-0.117212521445616,0.246009692400407,NA
codeZ866,Z866,1173,Z86.6 Personal history of diseases of the nervous system and sense organs,codeZ866,Z86,Z86 Personal history of certain other diseases,codeZ866,73,276,0,0,-0.477089796675719,-0.224034292851039,1.07964295088434,0.0400344362265395
codeZ867,Z867,2650,Z86.7 Personal history of diseases of the circulatory system,codeZ867,Z86,Z86 Personal history of certain other diseases,codeZ867,73,12448,23925,10,-0.359124494873367,-0.27472742525596,2.69374835232225,0.0686592558207976
codeZ870,Z870,346,Z87.0 Personal history of diseases of the respiratory system,codeZ870,Z87,Z87 Personal history of other diseases and conditions,codeZ870,73,0,0,0,NaN,-0.0684036274332952,0.17822103569048,NA
codeZ871,Z871,2872,Z87.1 Personal history of diseases of the digestive system,codeZ871,Z87,Z87 Personal history of other diseases and conditions,codeZ871,73,769,1298,0,-0.292698909239095,-0.138356075446375,1.09456644795624,0.0161998552831252
codeZ872,Z872,166,Z87.2 Personal history of diseases of the skin and subcutaneous tissue,codeZ872,Z87,Z87 Personal history of other diseases and conditions,codeZ872,73,0,0,0,NaN,0.042718874224927,0.234180435200168,NA
codeZ873,Z873,411,Z87.3 Personal history of diseases of the musculoskeletal system and connective tissue,codeZ873,Z87,Z87 Personal history of other diseases and conditions,codeZ873,73,4,0,0,-0.74960006793745,-0.266975295754668,0.628137227250666,0.0185514182070354
codeZ874,Z874,1260,Z87.4 Personal history of diseases of the genito-urinary system,codeZ874,Z87,Z87 Personal history of other diseases and conditions,codeZ874,73,12899,28230,0,-0.454705013958423,-0.398888539585808,2.87598783159868,0.0765718028926224
codeZ875,Z875,43,Z87.5 Personal history of complications of pregnancy- childbirth and the puerperium,codeZ875,Z87,Z87 Personal history of other diseases and conditions,codeZ875,73,0,0,0,NaN,0.718819151485172,0.565033286271696,NA
codeZ877,Z877,53,Z87.7 Personal history of congenital malformations- deformations and chromosomal abnormalities,codeZ877,Z87,Z87 Personal history of other diseases and conditions,codeZ877,73,44,0,0,-2.2829452036959,-0.600538348603139,0.46420200234969,0.11241585577877
codeZ878,Z878,174,Z87.8 Personal history of other specified conditions,codeZ878,Z87,Z87 Personal history of other diseases and conditions,codeZ878,73,0,0,0,NaN,-0.497355460546931,0.884342886234349,NA
codeZ880,Z880,2745,Z88.0 Personal history of allergy to penicillin,codeZ880,Z88,Z88 Personal history of allergy to drugs- medicaments and biologocal substances,codeZ880,73,11206,27601,0,-0.321791055025522,-0.2684582924998,2.72429455579028,0.0497253681301658
codeZ881,Z881,838,Z88.1 Personal history of allergy to other antibiotic agents,codeZ881,Z88,Z88 Personal history of allergy to drugs- medicaments and biologocal substances,codeZ881,73,0,0,0,NaN,-0.126881128359978,0.450403154519987,NA
